index,City,Date,Month,Card Type,Exp Type,Gender,Amount
1813,"Greater Mumbai, India",9-Nov-13,Nov,Platinum,Entertainment,Male,275854
1814,"Greater Mumbai, India",25-Jun-14,Jun,Platinum,Grocery,Male,236289
1815,"Ahmedabad, India",18-Oct-13,Oct,Signature,Fuel,Male,277592
1816,"Greater Mumbai, India",15-Jul-14,Jul,Platinum,Entertainment,Female,3278
1817,"Bengaluru, India",21-Feb-15,Feb,Signature,Entertainment,Male,74649
1818,"Ahmedabad, India",2-Jan-15,Jan,Gold,Food,Male,270197
1819,"Ahmedabad, India",14-Dec-14,Dec,Platinum,Bills,Female,117375
1820,"Ahmedabad, India",26-Dec-14,Dec,Signature,Bills,Male,221335
1821,"Bengaluru, India",4-Aug-14,Aug,Platinum,Grocery,Male,252035
1822,"Bengaluru, India",13-Apr-14,Apr,Silver,Fuel,Female,293132
1823,"Ahmedabad, India",1-Nov-13,Nov,Silver,Fuel,Male,215066
1824,"Greater Mumbai, India",31-Jul-14,Jul,Platinum,Grocery,Male,93661
1825,"Bengaluru, India",25-Oct-14,Oct,Gold,Entertainment,Female,49100
1826,"Delhi, India",10-Apr-14,Apr,Signature,Entertainment,Female,68466
1827,"Ahmedabad, India",26-Oct-14,Oct,Platinum,Grocery,Male,57057
1828,"Bengaluru, India",1-Sep-14,Sep,Signature,Food,Female,135425
1829,"Ahmedabad, India",23-May-14,May,Silver,Fuel,Male,34939
1830,"Bengaluru, India",8-Mar-14,Mar,Gold,Grocery,Female,206614
1831,"Bengaluru, India",9-Jul-14,Jul,Silver,Entertainment,Male,120863
1832,"Ahmedabad, India",16-Jan-15,Jan,Platinum,Bills,Female,185700
1833,"Delhi, India",28-May-14,May,Signature,Bills,Male,9440
1834,"Bengaluru, India",4-Apr-14,Apr,Platinum,Fuel,Female,87029
1835,"Delhi, India",13-Nov-14,Nov,Silver,Bills,Female,101809
1836,"Greater Mumbai, India",17-Apr-14,Apr,Signature,Food,Female,172956
1837,"Ahmedabad, India",16-Mar-15,Mar,Signature,Grocery,Female,193813
1838,"Bengaluru, India",8-Feb-15,Feb,Signature,Bills,Female,185228
1839,"Ahmedabad, India",12-Feb-14,Feb,Gold,Fuel,Female,128727
1840,"Ahmedabad, India",11-Jul-14,Jul,Signature,Grocery,Female,216019
1841,"Bengaluru, India",5-Mar-14,Mar,Gold,Food,Male,51167
1842,"Ahmedabad, India",23-Nov-13,Nov,Gold,Grocery,Male,290446
1843,"Greater Mumbai, India",13-May-14,May,Signature,Bills,Male,288383
1844,"Bengaluru, India",30-Dec-13,Dec,Silver,Bills,Male,227526
1845,"Greater Mumbai, India",14-Oct-13,Oct,Silver,Grocery,Female,42945
1846,"Greater Mumbai, India",19-May-15,May,Signature,Fuel,Male,128081
1847,"Greater Mumbai, India",23-Jan-15,Jan,Gold,Grocery,Female,96476
1848,"Bengaluru, India",3-Dec-13,Dec,Silver,Food,Male,73409
1849,"Greater Mumbai, India",9-Mar-15,Mar,Silver,Food,Male,149492
1850,"Greater Mumbai, India",6-Mar-15,Mar,Gold,Food,Male,282583
1851,"Delhi, India",3-May-14,May,Platinum,Food,Male,7311
1852,"Bengaluru, India",23-Apr-14,Apr,Gold,Entertainment,Male,183801
1853,"Greater Mumbai, India",11-Oct-14,Oct,Signature,Grocery,Female,210848
1854,"Ahmedabad, India",18-Dec-13,Dec,Silver,Fuel,Female,80139
1855,"Bengaluru, India",1-Nov-14,Nov,Silver,Bills,Female,168555
1856,"Delhi, India",18-Jul-14,Jul,Gold,Fuel,Female,41221
1857,"Ahmedabad, India",8-Feb-14,Feb,Gold,Fuel,Male,240556
1858,"Bengaluru, India",18-Jan-14,Jan,Platinum,Food,Male,27650
1859,"Bengaluru, India",27-Apr-15,Apr,Silver,Entertainment,Female,185153
1860,"Delhi, India",22-Feb-14,Feb,Gold,Bills,Male,164838
1861,"Bengaluru, India",25-Aug-14,Aug,Gold,Fuel,Male,160186
1862,"Bengaluru, India",7-Sep-14,Sep,Gold,Fuel,Male,277317
1863,"Greater Mumbai, India",29-Apr-15,Apr,Gold,Bills,Male,194711
1864,"Ahmedabad, India",28-Oct-14,Oct,Signature,Bills,Male,12123
1865,"Ahmedabad, India",23-May-14,May,Gold,Fuel,Female,225207
1866,"Ahmedabad, India",4-Oct-13,Oct,Gold,Entertainment,Female,78098
1867,"Delhi, India",13-Dec-13,Dec,Signature,Grocery,Female,105085
1868,"Bengaluru, India",27-Feb-14,Feb,Platinum,Grocery,Male,241392
1869,"Delhi, India",16-Jan-15,Jan,Gold,Grocery,Female,222024
1870,"Delhi, India",31-Mar-14,Mar,Platinum,Fuel,Female,198807
1871,"Ahmedabad, India",19-Feb-15,Feb,Signature,Grocery,Female,11298
1872,"Ahmedabad, India",12-Jan-15,Jan,Gold,Bills,Female,130845
1873,"Delhi, India",26-Jun-14,Jun,Silver,Grocery,Male,63014
1874,"Delhi, India",30-Dec-13,Dec,Gold,Grocery,Female,80497
1875,"Greater Mumbai, India",27-Aug-14,Aug,Gold,Entertainment,Male,215192
1876,"Ahmedabad, India",2-May-14,May,Gold,Food,Male,285051
1877,"Greater Mumbai, India",3-Dec-13,Dec,Silver,Grocery,Male,161138
1878,"Ahmedabad, India",14-Oct-13,Oct,Gold,Fuel,Male,61555
1879,"Delhi, India",23-May-15,May,Silver,Fuel,Male,59169
1880,"Bengaluru, India",27-Jun-14,Jun,Silver,Bills,Male,294655
1881,"Greater Mumbai, India",28-Nov-14,Nov,Signature,Grocery,Female,225540
1882,"Greater Mumbai, India",20-Feb-14,Feb,Platinum,Grocery,Male,299046
1883,"Bengaluru, India",11-May-14,May,Gold,Grocery,Male,180666
1884,"Delhi, India",23-Dec-13,Dec,Signature,Food,Female,64719
1885,"Bengaluru, India",23-Apr-15,Apr,Signature,Fuel,Male,81796
1886,"Ahmedabad, India",7-Mar-14,Mar,Silver,Grocery,Male,81520
1887,"Ahmedabad, India",22-Apr-15,Apr,Silver,Entertainment,Male,221574
1888,"Ahmedabad, India",16-Nov-14,Nov,Silver,Grocery,Male,270204
1889,"Greater Mumbai, India",25-Mar-15,Mar,Silver,Entertainment,Male,187337
1890,"Delhi, India",31-Oct-13,Oct,Signature,Entertainment,Female,84974
1891,"Delhi, India",14-Aug-14,Aug,Platinum,Entertainment,Female,292348
1892,"Ahmedabad, India",31-May-14,May,Silver,Food,Female,152506
1893,"Bengaluru, India",25-Jul-14,Jul,Signature,Food,Female,147759
1894,"Bengaluru, India",16-Jun-14,Jun,Signature,Grocery,Female,42060
1895,"Greater Mumbai, India",12-Apr-15,Apr,Silver,Entertainment,Female,168004
1896,"Greater Mumbai, India",19-Feb-14,Feb,Signature,Fuel,Male,261874
1897,"Delhi, India",9-Feb-15,Feb,Silver,Entertainment,Male,132513
1898,"Delhi, India",16-Mar-15,Mar,Platinum,Grocery,Male,138344
1899,"Bengaluru, India",4-Apr-14,Apr,Signature,Entertainment,Female,293796
1900,"Delhi, India",29-Oct-14,Oct,Platinum,Bills,Male,77354
1901,"Bengaluru, India",25-Feb-15,Feb,Signature,Bills,Male,284855
1902,"Bengaluru, India",24-Feb-14,Feb,Silver,Food,Female,207925
1903,"Greater Mumbai, India",16-May-15,May,Platinum,Fuel,Male,250456
1904,"Delhi, India",8-Oct-14,Oct,Gold,Fuel,Female,233611
1905,"Ahmedabad, India",26-Dec-13,Dec,Signature,Entertainment,Female,229041
1906,"Delhi, India",3-Aug-14,Aug,Signature,Food,Female,179471
1907,"Greater Mumbai, India",30-May-14,May,Silver,Food,Female,280463
1908,"Bengaluru, India",19-Feb-14,Feb,Silver,Fuel,Male,187374
1909,"Delhi, India",26-Dec-14,Dec,Signature,Bills,Female,260192
1910,"Greater Mumbai, India",6-Feb-14,Feb,Platinum,Fuel,Male,115347
1911,"Delhi, India",19-Mar-14,Mar,Signature,Fuel,Female,193059
1912,"Ahmedabad, India",20-Nov-13,Nov,Platinum,Grocery,Male,36627
1913,"Ahmedabad, India",18-Oct-14,Oct,Silver,Food,Male,137711
1914,"Ahmedabad, India",20-Sep-14,Sep,Platinum,Bills,Male,37367
1915,"Ahmedabad, India",11-Apr-14,Apr,Signature,Grocery,Female,45973
1916,"Delhi, India",21-Feb-14,Feb,Signature,Entertainment,Male,9826
1917,"Delhi, India",14-Dec-14,Dec,Gold,Fuel,Male,116038
1918,"Bengaluru, India",17-Jul-14,Jul,Silver,Food,Male,37990
1919,"Bengaluru, India",5-Jul-14,Jul,Signature,Fuel,Male,148640
1920,"Delhi, India",7-Sep-14,Sep,Signature,Grocery,Male,93211
1921,"Greater Mumbai, India",15-Sep-14,Sep,Gold,Grocery,Male,189377
1922,"Greater Mumbai, India",21-Nov-14,Nov,Signature,Grocery,Male,272613
1923,"Ahmedabad, India",8-Feb-15,Feb,Gold,Fuel,Male,271468
1924,"Bengaluru, India",12-Oct-14,Oct,Signature,Bills,Female,114597
1925,"Greater Mumbai, India",30-Sep-14,Sep,Gold,Bills,Female,134012
1926,"Delhi, India",12-Aug-14,Aug,Platinum,Entertainment,Male,77702
1927,"Greater Mumbai, India",28-Jul-14,Jul,Gold,Entertainment,Female,184919
1928,"Ahmedabad, India",23-Oct-13,Oct,Gold,Grocery,Male,132728
1929,"Bengaluru, India",13-Apr-14,Apr,Gold,Entertainment,Male,191998
1930,"Ahmedabad, India",21-Jun-14,Jun,Platinum,Food,Female,43660
1931,"Ahmedabad, India",21-Apr-14,Apr,Silver,Bills,Female,245472
1932,"Greater Mumbai, India",2-Jul-14,Jul,Signature,Food,Female,32526
1933,"Ahmedabad, India",12-Jun-14,Jun,Platinum,Grocery,Male,255886
1934,"Bengaluru, India",23-Apr-14,Apr,Silver,Bills,Male,275115
1935,"Greater Mumbai, India",15-Apr-15,Apr,Signature,Fuel,Female,60600
1936,"Greater Mumbai, India",5-Jan-15,Jan,Signature,Entertainment,Female,232106
1937,"Ahmedabad, India",8-Sep-14,Sep,Gold,Bills,Male,87968
1938,"Greater Mumbai, India",13-Feb-14,Feb,Gold,Entertainment,Female,209036
1939,"Ahmedabad, India",11-Apr-14,Apr,Signature,Food,Female,72029
1940,"Delhi, India",29-Mar-14,Mar,Silver,Fuel,Male,30121
1941,"Delhi, India",3-Sep-14,Sep,Gold,Entertainment,Female,106068
1942,"Delhi, India",18-Apr-15,Apr,Silver,Grocery,Female,37213
1943,"Delhi, India",4-Mar-14,Mar,Silver,Food,Male,138471
1944,"Delhi, India",12-Jun-14,Jun,Gold,Fuel,Male,124954
1945,"Delhi, India",28-Dec-13,Dec,Signature,Fuel,Male,245807
1946,"Delhi, India",26-Jun-14,Jun,Gold,Grocery,Female,156342
1947,"Greater Mumbai, India",2-May-15,May,Gold,Food,Female,120497
1948,"Greater Mumbai, India",10-Apr-15,Apr,Signature,Grocery,Female,202136
1949,"Delhi, India",3-Feb-15,Feb,Signature,Entertainment,Female,143796
1950,"Bengaluru, India",4-Dec-13,Dec,Signature,Grocery,Female,238716
1951,"Delhi, India",9-Jun-14,Jun,Platinum,Food,Male,246027
1952,"Ahmedabad, India",3-Feb-14,Feb,Platinum,Fuel,Female,169645
1953,"Greater Mumbai, India",7-Sep-14,Sep,Silver,Food,Female,193714
1954,"Ahmedabad, India",21-Jun-14,Jun,Gold,Entertainment,Male,131871
1955,"Ahmedabad, India",2-Mar-15,Mar,Signature,Food,Male,136721
1956,"Bengaluru, India",22-Nov-13,Nov,Signature,Entertainment,Male,150542
1957,"Bengaluru, India",10-Mar-15,Mar,Gold,Entertainment,Female,75954
1958,"Ahmedabad, India",6-Jan-15,Jan,Gold,Grocery,Female,114537
1959,"Greater Mumbai, India",26-Mar-15,Mar,Signature,Grocery,Male,6600
1960,"Ahmedabad, India",23-Oct-14,Oct,Signature,Entertainment,Female,75183
1961,"Bengaluru, India",31-May-14,May,Platinum,Bills,Male,191863
1962,"Bengaluru, India",2-Sep-14,Sep,Gold,Entertainment,Male,67947
1963,"Delhi, India",18-Dec-14,Dec,Platinum,Bills,Male,189288
1964,"Delhi, India",10-Mar-14,Mar,Gold,Fuel,Female,7701
1965,"Ahmedabad, India",27-Nov-14,Nov,Signature,Grocery,Female,120429
1966,"Greater Mumbai, India",5-Oct-14,Oct,Signature,Food,Male,60775
1967,"Delhi, India",16-Apr-14,Apr,Platinum,Food,Male,278407
1968,"Bengaluru, India",24-Nov-14,Nov,Gold,Food,Female,107611
1969,"Bengaluru, India",1-Aug-14,Aug,Platinum,Food,Female,286318
1970,"Delhi, India",15-May-15,May,Signature,Grocery,Male,221573
1971,"Ahmedabad, India",25-Jul-14,Jul,Signature,Entertainment,Female,158348
1972,"Delhi, India",10-Nov-14,Nov,Signature,Grocery,Female,146706
1973,"Bengaluru, India",20-Oct-13,Oct,Platinum,Entertainment,Male,239791
1974,"Bengaluru, India",29-Sep-14,Sep,Gold,Fuel,Male,285181
1975,"Greater Mumbai, India",15-Apr-15,Apr,Platinum,Grocery,Female,243956
1976,"Delhi, India",26-Jan-14,Jan,Silver,Bills,Male,7752
1977,"Greater Mumbai, India",21-Jul-14,Jul,Silver,Grocery,Male,43841
1978,"Greater Mumbai, India",2-Jan-15,Jan,Gold,Entertainment,Female,36969
1979,"Greater Mumbai, India",6-May-15,May,Signature,Entertainment,Male,256127
1980,"Greater Mumbai, India",7-Dec-14,Dec,Gold,Food,Female,141751
1981,"Delhi, India",7-Oct-14,Oct,Silver,Food,Female,276882
1982,"Ahmedabad, India",14-Jan-14,Jan,Gold,Grocery,Male,214328
1983,"Ahmedabad, India",28-Oct-14,Oct,Platinum,Grocery,Male,198217
1984,"Greater Mumbai, India",19-Aug-14,Aug,Silver,Entertainment,Male,138031
1985,"Greater Mumbai, India",5-Feb-15,Feb,Silver,Entertainment,Female,97300
1986,"Ahmedabad, India",7-Dec-14,Dec,Silver,Fuel,Female,187540
1987,"Delhi, India",18-May-14,May,Platinum,Fuel,Male,279596
1988,"Ahmedabad, India",24-Aug-14,Aug,Silver,Entertainment,Female,229697
1989,"Delhi, India",29-Dec-13,Dec,Silver,Food,Male,10856
1990,"Greater Mumbai, India",13-Nov-14,Nov,Signature,Entertainment,Male,213779
1991,"Ahmedabad, India",26-Jun-14,Jun,Signature,Grocery,Female,108011
1992,"Delhi, India",21-Nov-14,Nov,Gold,Food,Female,32747
1993,"Greater Mumbai, India",9-Feb-14,Feb,Platinum,Bills,Female,250535
1994,"Delhi, India",5-May-14,May,Platinum,Fuel,Female,178596
1995,"Delhi, India",16-Oct-14,Oct,Signature,Bills,Male,115215
1996,"Greater Mumbai, India",26-Feb-14,Feb,Signature,Food,Male,257691
1997,"Greater Mumbai, India",16-Jan-15,Jan,Silver,Entertainment,Female,285761
1998,"Delhi, India",3-Aug-14,Aug,Silver,Grocery,Female,72675
1999,"Greater Mumbai, India",26-Nov-14,Nov,Signature,Fuel,Female,236901
2000,"Delhi, India",13-Apr-15,Apr,Signature,Food,Male,72927
2001,"Delhi, India",28-Mar-15,Mar,Silver,Fuel,Female,218711
2002,"Bengaluru, India",21-Dec-14,Dec,Signature,Fuel,Female,160730
2003,"Ahmedabad, India",30-Dec-14,Dec,Signature,Grocery,Male,270192
2004,"Delhi, India",1-Feb-15,Feb,Platinum,Entertainment,Male,107912
2005,"Delhi, India",28-Apr-15,Apr,Gold,Grocery,Male,166222
2006,"Delhi, India",14-Jan-14,Jan,Signature,Bills,Female,45788
2007,"Bengaluru, India",1-Nov-13,Nov,Silver,Grocery,Male,229005
2008,"Bengaluru, India",8-Jan-15,Jan,Gold,Bills,Male,138582
2009,"Delhi, India",28-Feb-14,Feb,Gold,Entertainment,Female,50087
2010,"Greater Mumbai, India",22-Jun-14,Jun,Signature,Entertainment,Male,55879
2011,"Bengaluru, India",3-May-14,May,Signature,Grocery,Male,151571
2012,"Greater Mumbai, India",8-Feb-14,Feb,Silver,Entertainment,Male,219381
2013,"Ahmedabad, India",30-Mar-14,Mar,Platinum,Grocery,Male,50713
2014,"Bengaluru, India",13-Feb-14,Feb,Signature,Fuel,Female,233766
2015,"Bengaluru, India",13-Aug-14,Aug,Signature,Bills,Male,147202
2016,"Delhi, India",15-Mar-14,Mar,Platinum,Food,Male,237522
2017,"Bengaluru, India",7-Feb-15,Feb,Signature,Bills,Male,231889
2018,"Ahmedabad, India",3-Mar-15,Mar,Platinum,Entertainment,Female,289903
2019,"Bengaluru, India",22-Feb-14,Feb,Gold,Bills,Male,23377
2020,"Bengaluru, India",19-Jul-14,Jul,Silver,Fuel,Female,276977
2021,"Ahmedabad, India",4-Apr-14,Apr,Platinum,Bills,Female,11881
2022,"Bengaluru, India",21-Mar-15,Mar,Gold,Fuel,Female,182276
2023,"Ahmedabad, India",30-Nov-14,Nov,Signature,Grocery,Male,15049
2024,"Greater Mumbai, India",20-Oct-14,Oct,Platinum,Grocery,Male,237952
2025,"Bengaluru, India",26-Oct-13,Oct,Platinum,Grocery,Male,226207
2026,"Bengaluru, India",19-Feb-15,Feb,Silver,Fuel,Female,271056
2027,"Greater Mumbai, India",5-Nov-14,Nov,Signature,Fuel,Male,85084
2028,"Bengaluru, India",12-Oct-13,Oct,Silver,Fuel,Female,259266
2029,"Greater Mumbai, India",14-Apr-14,Apr,Silver,Fuel,Female,142703
2030,"Greater Mumbai, India",22-May-15,May,Signature,Fuel,Male,94093
2031,"Ahmedabad, India",31-Aug-14,Aug,Platinum,Fuel,Female,128467
2032,"Ahmedabad, India",30-Jan-14,Jan,Gold,Fuel,Female,160469
2033,"Greater Mumbai, India",6-Dec-14,Dec,Gold,Fuel,Female,219367
2034,"Delhi, India",8-Mar-15,Mar,Gold,Fuel,Male,158773
2035,"Delhi, India",19-May-14,May,Gold,Fuel,Male,285354
2036,"Delhi, India",10-Oct-13,Oct,Signature,Fuel,Male,64589
2037,"Bengaluru, India",16-Jan-14,Jan,Silver,Fuel,Male,77172
2038,"Greater Mumbai, India",20-May-14,May,Silver,Fuel,Female,153062
2039,"Greater Mumbai, India",16-Oct-14,Oct,Platinum,Fuel,Male,245085
2040,"Greater Mumbai, India",17-Sep-14,Sep,Silver,Fuel,Male,292356
2041,"Bengaluru, India",4-Oct-14,Oct,Platinum,Fuel,Male,214674
2042,"Greater Mumbai, India",19-Jan-15,Jan,Gold,Fuel,Male,275046
2043,"Bengaluru, India",22-May-15,May,Gold,Fuel,Male,182205
2044,"Greater Mumbai, India",7-Feb-15,Feb,Silver,Fuel,Male,274570
2045,"Greater Mumbai, India",6-Jul-14,Jul,Silver,Fuel,Male,250008
2046,"Ahmedabad, India",9-Jan-14,Jan,Signature,Fuel,Female,210837
2047,"Greater Mumbai, India",23-Apr-14,Apr,Platinum,Fuel,Male,223093
2048,"Ahmedabad, India",9-Oct-13,Oct,Gold,Fuel,Male,112553
